Step,Regimes,Controls
sshd_use_priv_separation,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,STIGID@SLE12]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),3.1.12,366,164.310(b),164.308(a)(4)(i),164.308(b)(1),164.308(b)(3),164.312(e)(1),164.312(e)(2)(ii),DSS05.04,DSS05.07,APO01.06,DSS06.02,4.3.3.7.3,SR 2.1,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,sshd_use_priv_separation,040460,030240]"
tftpd_uses_secure_mode,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,366,DSS05.04,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,APO01.06,DSS06.06,DSS06.02,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 1.10,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.11.1.5,A.9.2.3,A.11.1.4,A.11.2.6,A.13.2.1,A.12.5.1,A.11.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,tftpd_uses_secure_mode,040720,SRG-OS-999999,000338]"
mount_option_noexec_remote_filesystems,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),366,DSS05.04,DSS05.07,APO01.06,DSS06.02,4.3.3.7.3,SR 2.1,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,mount_option_noexec_remote_filesystems,021021]"
mount_option_nosuid_remote_filesystems,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),366,DSS05.04,DSS05.07,APO01.06,DSS06.02,4.3.3.7.3,SR 2.1,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,mount_option_nosuid_remote_filesystems,021020,SRG-OS-999999,000270]"
selinux_all_devicefiles_labeled,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),AU-9,AU-9 (1),AU-9 (2),AU-9 (3),AU-9 (4),AU-9 (5),AU-9 (6),CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,3.1.5,3.1.2,3.7.2,1814,22,32,368,318,1812,1813,DSS05.04,DSS05.02,DSS05.05,DSS05.07,APO01.06,BAI06.01,DSS06.06,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,BAI01.06,APO11.04,MEA02.01,DSS01.03,DSS03.05,4.3.4.3.3,4.3.4.3.2,4.3.3.3.9,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,SR 6.2,A.11.1.5,A.9.2.3,A.11.1.4,A.15.2.1,A.13.2.1,A.12.5.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.14.2.7,selinux_all_devicefiles_labeled,020900,SRG-OS-999999,000025]"
mount_option_nosuid_removable_partitions,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),MP-2,MP-2 (1),MP-2 (2),CM-7,CM-7 (5),CM-7 (5)(a),CM-7 (5)(b),CM-7 (5)(c),CM-7 (4),CM-7 (4)(a),CM-7 (4)(b),CM-7 (4)(c),CM-7 (3),CM-7 (2),CM-7 (1),CM-7 (1)(a),CM-7 (1)(b),CM-7b.,CM-7a.,366,DSS05.04,DSS06.03,APO13.01,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,APO01.06,DSS06.06,DSS06.02,BAI10.01,BAI10.02,BAI10.03,BAI10.05,DSS05.06,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.11.1.5,A.9.2.3,A.9.2.1,A.11.1.4,A.8.2.1,A.11.2.6,A.13.2.1,A.12.5.1,A.11.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.8.3.1,A.8.3.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.11.2.9,mount_option_nosuid_removable_partitions,021010]"
dir_perms_world_writable_system_owned,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),366,DSS05.04,DSS05.07,APO01.06,DSS06.02,4.3.3.7.3,SR 2.1,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,dir_perms_world_writable_system_owned,021030,SRG-OS-999999,000337]"
file_permissions_ungroupowned,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),IA-2,IA-2 (1),IA-2 (2),IA-2 (3),IA-2 (4),IA-2 (5),IA-2 (6),IA-2 (7),IA-2 (8),IA-2 (9),IA-2 (10),IA-2 (11),IA-2 (12),IA-2 (13),224,02165,DSS05.04,DSS06.03,DSS05.02,DSS05.05,DSS05.07,DSS05.10,DSS06.10,APO01.06,DSS06.06,DSS06.02,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 5.2,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.11.1.5,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,file_permissions_ungroupowned,020330]"
no_files_unowned_by_user,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),224,002165,DSS05.04,DSS06.03,DSS05.02,DSS05.05,DSS05.07,APO01.06,DSS06.06,DSS06.02,BAI10.01,BAI10.02,BAI10.03,BAI10.05,4.3.4.3.3,4.3.4.3.2,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.3.5.8,4.3.3.5.3,4.3.3.5.4,4.3.3.5.5,4.3.3.5.6,4.3.3.5.7,4.3.3.7.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 1.10,SR 5.2,SR 7.6,SR 2.3,SR 1.6,SR 1.11,SR 1.12,SR 2.2,SR 2.4,SR 2.5,SR 2.7,A.11.1.5,A.9.2.3,A.9.2.1,A.11.1.4,A.13.2.1,A.12.5.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,no_files_unowned_by_user,020320]"
rpm_verify_ownership,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),3.3.8,3.4.1,1496,1494,DSS05.04,DSS05.07,APO01.06,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,APO11.04,MEA02.01,4.3.4.3.3,4.3.4.3.2,4.3.3.3.9,4.3.3.7.3,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,SR 2.8,SR 2.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.12.5.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,rpm_verify_ownership,5.10.4.1,SRG-OS-000258,SRG-OS-000257,000279,SI-7,PR.DS-6,PR.DS-8]"
rpm_verify_permissions,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),3.3.8,3.4.1,1495,1493,1496,1494,164.312(b),164.308(a)(1)(ii)(D),164.312(c)(1),164.312(c)(2),164.312(e)(2)(i),DSS05.04,DSS05.07,APO01.06,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,APO11.04,MEA02.01,4.3.4.3.3,4.3.4.3.2,4.3.3.3.9,4.3.3.7.3,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,SR 2.8,SR 2.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.12.5.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,A.14.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,rpm_verify_permissions,5.10.4.1,010010,SRG-OS-000256,SRG-OS-999999,000518,SI-7,PR.DS-6,PR.IP-8]"
no_empty_passwords,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),3.1.5,3.1.1,366,164.308(a)(1)(ii)(B),164.308(a)(7)(i),164.308(a)(7)(ii)(A),164.310(a)(1),164.310(a)(2)(i),164.310(a)(2)(ii),164.310(a)(2)(iii),164.310(b),164.310(c),164.310(d)(1),164.310(d)(2)(iii),DSS05.04,DSS06.03,DSS05.05,DSS05.07,DSS05.10,DSS06.10,APO01.06,DSS06.02,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,SR 5.2,A.11.1.5,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,no_empty_passwords,5.5.2,FIA_AFL.1,010290,SRG-OS-999999,000030]"
disable_ctrlaltdel_reboot,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[AC-6,AC-6 (10),AC-6 (9),AC-6 (8),AC-6 (7),AC-6 (7)(a),AC-6 (7)(b),AC-6 (6),AC-6 (5),AC-6 (4),AC-6 (3),AC-6 (2),AC-6 (1),3.4.5,366,164.308(a)(1)(ii)(B),164.308(a)(7)(i),164.308(a)(7)(ii)(A),164.310(a)(1),164.310(a)(2)(i),164.310(a)(2)(ii),164.310(a)(2)(iii),164.310(b),164.310(c),164.310(d)(1),164.310(d)(2)(iii),DSS05.04,DSS05.07,APO01.06,DSS06.02,4.3.3.7.3,SR 2.1,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,disable_ctrlaltdel_reboot,020230]"
sshd_print_last_log,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,STIGID@SLE12]","[AC-9,AC-9 (1),AC-9 (2),AC-9 (3),AC-9 (4),52,366,DSS05.04,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.6.6,SR 1.1,SR 1.2,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.4,A.9.2.1,A.18.1.4,sshd_print_last_log,040360,SRG-OS-000025,000507,030130]"
display_login_attempts,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[AC-9,AC-9 (1),AC-9 (2),AC-9 (3),AC-9 (4),366,DSS05.04,DSS05.10,DSS06.10,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.6.6,SR 1.1,SR 1.2,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.10,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.4,A.9.2.1,A.18.1.4,display_login_attempts,5.5.2,040530,SRG-OS-999999,000372]"
accounts_max_concurrent_login_sessions,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG]","[AC-10,54,DSS05.02,DSS01.05,4.3.3.4,SR 3.1,SR 3.8,A.13.2.1,A.13.1.1,A.13.1.3,A.14.1.2,A.14.1.3,accounts_max_concurrent_login_sessions,5.5.2.2,040000,SRG-OS-000027,000319,SRG-OS-000027-VMM-000080]"
sshd_set_idle_timeout,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6,VMMSRG,STIGID@SLE12,NIST@DEBIAN8,NIST-CSF@DEBIAN8,NIST@DEBIAN9,NIST-CSF@DEBIAN9]","[AC-12,AC-12 (1),AC-12 (1)(a),AC-12 (1)(b),SC-10,3.1.11,879,1133,2361,DSS05.04,BAI03.02,DSS06.03,APO13.01,DSS05.05,DSS05.07,DSS05.10,DSS06.10,BAI03.01,BAI03.03,DSS01.03,DSS03.05,4.3.4.3.3,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.7.1.1,A.6.1.5,A.14.1.1,A.14.2.1,A.14.2.5,A.12.4.1,A.12.4.3,sshd_set_idle_timeout,5.5.6,040320,NT28(R29),SRG-OS-000163,000230,SA-8,PR.IP-2,SRG-OS-000480-VMM-002000,030190]"
sshd_set_keepalive,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,VMMSRG,STIGID@SLE12]","[AC-12,AC-12 (1),AC-12 (1)(a),AC-12 (1)(b),SA-8,SC-10,3.1.11,879,1133,2361,164.310(b),164.308(a)(4)(i),164.308(b)(1),164.308(b)(3),164.312(e)(1),164.312(e)(2)(ii),DSS05.04,BAI03.02,DSS06.03,APO13.01,DSS05.05,DSS05.07,DSS05.10,DSS06.10,BAI03.01,BAI03.03,DSS01.03,DSS03.05,4.3.4.3.3,4.3.3.6.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.4,4.3.3.6.3,4.3.3.6.2,4.3.3.6.1,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 2.1,SR 1.10,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.18.1.4,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.7.1.1,A.6.1.5,A.14.1.1,A.14.2.1,A.14.2.5,A.12.4.1,A.12.4.3,sshd_set_keepalive,5.5.6,040340,SRG-OS-000126,000231,SRG-OS-000480-VMM-002000,030191]"
